size_n,dijkstra_time_ms_mean,dijkstra_time_ms_std,bellman_ford_time_ms_mean,bellman_ford_time_ms_std,reps
830,0.00404338125,0.0011249838753781929,0.0071833909375,0.00013205607616556718,32
840,0.0044935571875,0.001323725700443247,0.0075324934375,0.00047442174234541413,32
850,0.004225036875,0.0011179599071591227,0.007560636875,0.00017709811938649813,32
860,0.004237245625,0.001126309249870283,0.0078988496875,0.0003769641131003419,32
870,0.0053086825,0.0012604950104497638,0.009381219375,0.0005344999885520199,32
880,0.00619679125,0.0014668590016122672,0.0106116875,0.0003524236173892862,32
890,0.0057242075,0.0010054661642243362,0.010947634375,0.0001798676068831166,32
900,0.0058472584375,0.0007933053961712561,0.011454471875,0.0001928479148746088,32
910,0.0065253415625,0.0014514339021208247,0.011906965625,0.0005689297763176572,32
920,0.0066557153125,0.0014223921751621113,0.01190455,0.00027085239522662516,32
930,0.0068480875,0.0016430046312187468,0.01196830625,0.00019717906667782338,32
940,0.006691461875,0.001256546856394633,0.0123713875,0.00022921039836523564,32
950,0.006841223125,0.0015042368832680526,0.01252339375,0.0002523786774589674,32
960,0.007131910625,0.0015749340582008058,0.012610196875,0.00022519412665017354,32
970,0.0073147403125,0.0013959459474816806,0.01311104375,0.00045803791323528834,32
980,0.007284421875,0.0015991405897122473,0.013175165625,0.0001439109937803897,32
990,0.007527711875,0.0014498180508740516,0.013895365625,0.00045186497748869557,32
1000,0.0085532315625,0.00169455254178852,0.015196484375,0.0008331994955851568,32
1010,0.007777265,0.0015477403371306343,0.01458075,0.00040471359317423484,32
1020,0.0074487759375,0.0009137944095530302,0.014788896875,0.0010205218923681817,32
1030,0.0079971378125,0.0011623740051714593,0.014590371875,0.000221213394195479,32
1040,0.007291351875,0.00047557496492691293,0.0147911125,0.0001282548287346328,32
1050,0.008213031875,0.0012758918368988943,0.015921884375,0.0011687602596098822,32
1060,0.0084107371875,0.0011882741934083289,0.01557018125,0.0002936569229533633,32
1070,0.0086586203125,0.0013744034410574384,0.016000890625,0.0003510221675330626,32
1080,0.0084675246875,0.0013067629366252328,0.0160277625,0.00025888471100810506,32
1090,0.0084543521875,0.0008946583093552197,0.016549034375,0.001027397672401422,32
1100,0.0089082821875,0.0012934101652118482,0.016752584375,0.0003465427959767153,32
1110,0.008771199375,0.0011762029706377678,0.0169044,0.0006259847487159731,32
1120,0.0094391634375,0.0016500058073072223,0.017409059375,0.00044388265824101485,32
1130,0.00933791125,0.0013471177928422546,0.01741965625,0.0005057514433602114,32
1140,0.009752108125,0.001596153586591915,0.01834541875,0.0011433801725687905,32
1150,0.009784181875,0.0008332115713814736,0.01961664375,0.0009723353427243799,32
1160,0.0098791384375,0.0011050033591496152,0.01928851875,0.000554176165829457,32
1170,0.0101047634375,0.0017366542516909658,0.01893393125,0.0003042818496450909,32
1180,0.01007084,0.0011365109841473156,0.019446065625,0.0012296669898821627,32
1190,0.0098105003125,0.0012538095000998069,0.01946418125,0.0006986043602415015,32
1200,0.0103728859375,0.001422708208990997,0.01998723125,0.00046247231635897646,32
1210,0.0103371,0.0015049184973757713,0.020105771875,0.000732655461418588,32
1220,0.010699314375,0.0015841245306752589,0.02068595,0.00030932187927788123,32
1230,0.010583014375,0.0009507850239898392,0.020475293749999998,0.0003930049665219735,32
1240,0.011109121874999999,0.0012484277256148968,0.021291853125,0.0005706889202886581,32
1250,0.011123834375,0.0013014258153582396,0.0215247,0.000744144883826396,32
1260,0.011211175,0.0009211688929696877,0.02205431875,0.0004182247694403544,32
1270,0.011440978125000001,0.0011331554890366918,0.022316371875,0.000869969382806938,32
1280,0.0113137625,0.0008464318348772984,0.022538734375,0.00050282418436354,32
1290,0.011929584375,0.0014331532880133093,0.02299218125,0.0005453569275240184,32
1300,0.0124008625,0.0016013671711130931,0.022938978125,0.0004112639045782943,32
1310,0.01203588125,0.0009526362807485538,0.023676003125,0.0006944835263904643,32
1320,0.012038765625,0.0008516958309783249,0.0241849,0.001367115672684649,32
1330,0.0124105625,0.00101340010600145,0.02431835625,0.0003968614863348891,32
1340,0.013030478125,0.0014621648547048257,0.0248175625,0.0005085604252139073,32
1350,0.012880215625,0.0011735891423613118,0.02507883125,0.0007822218612858104,32
